Dataset,Project,Deffects (%),Percent,DS,F1,AUC,PF
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-APosteriori,0.109,0.587,0.193
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-APriori,0.083,0.607,0.266
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-DESKNN,0.115,0.668,0.148
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-DESP,0.111,0.67,0.154
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-KNE,0.111,0.663,0.154
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-KNOP,0.091,0.632,0.195
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-KNU,0.111,0.632,0.154
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-LCA,0.097,0.624,0.222
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-MCB,0.073,0.585,0.252
PROMISE,jedit-4.3,11 (2.24 %),2.24,EASC-OLA,0.077,0.589,0.287
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-APosteriori,0.222,0.553,0.083
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-APriori,0.219,0.635,0.135
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-DESKNN,0.222,0.712,0.083
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-DESP,0.333,0.807,0.037
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-KNE,0.186,0.724,0.08
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-KNOP,0.25,0.661,0.089
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-KNU,0.345,0.67,0.034
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-LCA,0.136,0.625,0.129
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-MCB,0.212,0.817,0.141
PROMISE,camel-1.0,13 (3.83 %),3.83,EASC-OLA,0.198,0.639,0.184
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-APosteriori,0.128,0.528,0.124
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-APriori,0.095,0.506,0.196
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-DESKNN,0.111,0.688,0.08
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-DESP,0.256,0.774,0.08
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-KNE,0.2,0.703,0.089
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-KNOP,0.19,0.61,0.098
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-KNU,0.238,0.692,0.093
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-LCA,0.098,0.447,0.187
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-MCB,0.143,0.667,0.16
PROMISE,ivy-1.4,16 (6.64 %),6.64,EASC-OLA,0.116,0.449,0.218
PROMISE,e_learning,5 (7.81 %),7.81,EASC-APosteriori,0.182,0.883,0.085
PROMISE,e_learning,5 (7.81 %),7.81,EASC-APriori,0.211,0.798,0.203
PROMISE,e_learning,5 (7.81 %),7.81,EASC-DESKNN,0.0,0.78,0.0
PROMISE,e_learning,5 (7.81 %),7.81,EASC-DESP,0.0,0.8,0.0
PROMISE,e_learning,5 (7.81 %),7.81,EASC-KNE,0.0,0.766,0.034
PROMISE,e_learning,5 (7.81 %),7.81,EASC-KNOP,0.0,0.753,0.017
PROMISE,e_learning,5 (7.81 %),7.81,EASC-KNU,0.0,0.881,0.0
PROMISE,e_learning,5 (7.81 %),7.81,EASC-LCA,0.286,0.797,0.119
PROMISE,e_learning,5 (7.81 %),7.81,EASC-MCB,0.182,0.831,0.085
PROMISE,e_learning,5 (7.81 %),7.81,EASC-OLA,0.211,0.766,0.203
PROMISE,tomcat,77 (8.97 %),8.97,EASC-APosteriori,0.304,0.579,0.159
PROMISE,tomcat,77 (8.97 %),8.97,EASC-APriori,0.212,0.55,0.236
PROMISE,tomcat,77 (8.97 %),8.97,EASC-DESKNN,0.247,0.722,0.083
PROMISE,tomcat,77 (8.97 %),8.97,EASC-DESP,0.32,0.773,0.117
PROMISE,tomcat,77 (8.97 %),8.97,EASC-KNE,0.238,0.717,0.11
PROMISE,tomcat,77 (8.97 %),8.97,EASC-KNOP,0.244,0.663,0.252
PROMISE,tomcat,77 (8.97 %),8.97,EASC-KNU,0.355,0.767,0.127
PROMISE,tomcat,77 (8.97 %),8.97,EASC-LCA,0.255,0.558,0.191
PROMISE,tomcat,77 (8.97 %),8.97,EASC-MCB,0.3,0.659,0.214
PROMISE,tomcat,77 (8.97 %),8.97,EASC-OLA,0.211,0.518,0.315
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-APosteriori,0.458,0.765,0.149
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-APriori,0.308,0.613,0.277
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-DESKNN,0.348,0.725,0.156
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-DESP,0.4,0.812,0.085
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-KNE,0.333,0.695,0.17
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-KNOP,0.391,0.718,0.149
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-KNU,0.457,0.806,0.078
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-LCA,0.302,0.613,0.206
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-MCB,0.295,0.743,0.255
PROMISE,synapse-1.0,16 (10.19 %),10.19,EASC-OLA,0.282,0.6,0.319
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-APosteriori,0.25,0.501,0.146
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-APriori,0.302,0.508,0.157
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-DESKNN,0.286,0.686,0.107
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-DESP,0.417,0.771,0.096
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-KNE,0.286,0.684,0.107
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-KNOP,0.366,0.64,0.134
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-KNU,0.395,0.694,0.111
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-LCA,0.282,0.485,0.157
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-MCB,0.36,0.645,0.157
PROMISE,ant-1.5,32 (10.92 %),10.92,EASC-OLA,0.267,0.48,0.176
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-APosteriori,0.362,0.568,0.119
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-APriori,0.281,0.533,0.186
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-DESKNN,0.356,0.738,0.064
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-DESP,0.41,0.759,0.083
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-KNE,0.338,0.713,0.061
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-KNOP,0.361,0.677,0.09
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-KNU,0.424,0.737,0.087
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-LCA,0.277,0.509,0.151
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-MCB,0.354,0.681,0.17
PROMISE,ivy-2.0,40 (11.36 %),11.36,EASC-OLA,0.258,0.512,0.218
PROMISE,arc,27 (11.54 %),11.54,EASC-APosteriori,0.275,0.574,0.082
PROMISE,arc,27 (11.54 %),11.54,EASC-APriori,0.27,0.643,0.179
PROMISE,arc,27 (11.54 %),11.54,EASC-DESKNN,0.256,0.733,0.034
PROMISE,arc,27 (11.54 %),11.54,EASC-DESP,0.256,0.72,0.034
PROMISE,arc,27 (11.54 %),11.54,EASC-KNE,0.273,0.717,0.053
PROMISE,arc,27 (11.54 %),11.54,EASC-KNOP,0.304,0.7,0.058
PROMISE,arc,27 (11.54 %),11.54,EASC-KNU,0.364,0.721,0.043
PROMISE,arc,27 (11.54 %),11.54,EASC-LCA,0.261,0.581,0.159
PROMISE,arc,27 (11.54 %),11.54,EASC-MCB,0.277,0.672,0.14
PROMISE,arc,27 (11.54 %),11.54,EASC-OLA,0.289,0.596,0.242
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-APosteriori,0.211,0.545,0.48
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-APriori,0.202,0.482,0.639
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-DESKNN,0.183,0.504,0.653
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-DESP,0.183,0.518,0.549
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-KNE,0.185,0.495,0.646
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-KNOP,0.186,0.475,0.639
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-KNU,0.184,0.509,0.542
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-LCA,0.224,0.543,0.552
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-MCB,0.189,0.538,0.661
PROMISE,poi-2.0,37 (11.78 %),11.78,EASC-OLA,0.203,0.505,0.632
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-APosteriori,0.471,0.691,0.094
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-APriori,0.423,0.619,0.107
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-DESKNN,0.456,0.84,0.041
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-DESP,0.484,0.842,0.075
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-KNE,0.476,0.846,0.05
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-KNOP,0.447,0.78,0.078
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-KNU,0.495,0.842,0.078
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-LCA,0.442,0.634,0.082
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-MCB,0.436,0.787,0.097
PROMISE,jedit-4.2,48 (13.08 %),13.08,EASC-OLA,0.423,0.623,0.107
PROMISE,systemdata,9 (13.85 %),13.85,EASC-APosteriori,0.556,0.839,0.071
PROMISE,systemdata,9 (13.85 %),13.85,EASC-APriori,0.519,0.801,0.196
PROMISE,systemdata,9 (13.85 %),13.85,EASC-DESKNN,0.444,0.812,0.089
PROMISE,systemdata,9 (13.85 %),13.85,EASC-DESP,0.4,0.806,0.054
PROMISE,systemdata,9 (13.85 %),13.85,EASC-KNE,0.444,0.81,0.089
PROMISE,systemdata,9 (13.85 %),13.85,EASC-KNOP,0.571,0.837,0.107
PROMISE,systemdata,9 (13.85 %),13.85,EASC-KNU,0.429,0.847,0.036
PROMISE,systemdata,9 (13.85 %),13.85,EASC-LCA,0.545,0.847,0.125
PROMISE,systemdata,9 (13.85 %),13.85,EASC-MCB,0.308,0.79,0.232
PROMISE,systemdata,9 (13.85 %),13.85,EASC-OLA,0.412,0.778,0.321
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-APosteriori,0.304,0.55,0.294
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-APriori,0.314,0.585,0.382
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-DESKNN,0.298,0.621,0.315
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-DESP,0.342,0.667,0.279
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-KNE,0.288,0.615,0.374
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-KNOP,0.336,0.625,0.338
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-KNU,0.376,0.659,0.258
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-LCA,0.301,0.587,0.281
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-MCB,0.301,0.602,0.419
PROMISE,xalan-2.4,110 (15.21 %),15.21,EASC-OLA,0.316,0.587,0.359
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-APosteriori,0.293,0.552,0.078
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-APriori,0.265,0.484,0.128
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-DESKNN,0.206,0.523,0.138
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-DESP,0.266,0.65,0.109
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-KNE,0.216,0.522,0.164
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-KNOP,0.254,0.493,0.107
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-KNU,0.286,0.625,0.07
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-LCA,0.274,0.449,0.083
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-MCB,0.228,0.574,0.185
PROMISE,xerces-1.3,69 (15.23 %),15.23,EASC-OLA,0.252,0.44,0.146
PROMISE,redaktor,27 (15.34 %),15.34,EASC-APosteriori,0.222,0.503,0.141
PROMISE,redaktor,27 (15.34 %),15.34,EASC-APriori,0.292,0.563,0.329
PROMISE,redaktor,27 (15.34 %),15.34,EASC-DESKNN,0.197,0.607,0.188
PROMISE,redaktor,27 (15.34 %),15.34,EASC-DESP,0.369,0.69,0.174
PROMISE,redaktor,27 (15.34 %),15.34,EASC-KNE,0.226,0.618,0.188
PROMISE,redaktor,27 (15.34 %),15.34,EASC-KNOP,0.32,0.628,0.242
PROMISE,redaktor,27 (15.34 %),15.34,EASC-KNU,0.389,0.677,0.208
PROMISE,redaktor,27 (15.34 %),15.34,EASC-LCA,0.32,0.548,0.242
PROMISE,redaktor,27 (15.34 %),15.34,EASC-MCB,0.209,0.562,0.336
PROMISE,redaktor,27 (15.34 %),15.34,EASC-OLA,0.323,0.565,0.376
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-APosteriori,0.486,0.634,0.076
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-APriori,0.45,0.699,0.105
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-DESKNN,0.364,0.835,0.067
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-DESP,0.485,0.838,0.048
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-KNE,0.353,0.83,0.076
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-KNOP,0.412,0.823,0.067
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-KNU,0.541,0.856,0.067
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-LCA,0.439,0.69,0.114
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-MCB,0.489,0.758,0.133
PROMISE,ant-1.3,20 (16.0 %),16.0,EASC-OLA,0.489,0.689,0.133
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-APosteriori,0.237,0.568,0.13
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-APriori,0.174,0.43,0.206
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-DESKNN,0.174,0.451,0.176
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-DESP,0.176,0.418,0.144
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-KNE,0.149,0.426,0.279
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-KNOP,0.214,0.432,0.146
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-KNU,0.194,0.483,0.136
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-LCA,0.193,0.389,0.138
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-MCB,0.192,0.461,0.217
PROMISE,xerces-1.2,71 (16.14 %),16.14,EASC-OLA,0.203,0.398,0.168
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-APosteriori,0.322,0.585,0.08
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-APriori,0.425,0.705,0.132
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-DESKNN,0.394,0.759,0.087
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-DESP,0.293,0.749,0.033
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-KNE,0.394,0.76,0.092
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-KNOP,0.4,0.723,0.092
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-KNU,0.317,0.744,0.034
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-LCA,0.382,0.7,0.103
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-MCB,0.414,0.694,0.132
PROMISE,camel-1.4,145 (16.63 %),16.63,EASC-OLA,0.428,0.698,0.139
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-APosteriori,0.571,0.533,0.0
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-APriori,0.667,0.675,0.042
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-DESKNN,0.0,0.875,0.0
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-DESP,0.0,0.858,0.0
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-KNE,0.0,0.875,0.0
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-KNOP,0.0,0.708,0.0
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-KNU,0.0,0.825,0.0
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-LCA,0.5,0.679,0.042
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-MCB,0.444,0.858,0.083
PROMISE,forrest-0.7,5 (17.24 %),17.24,EASC-OLA,0.545,0.679,0.125
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-APosteriori,0.289,0.567,0.063
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-APriori,0.353,0.603,0.107
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-DESKNN,0.277,0.639,0.062
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-DESP,0.206,0.63,0.039
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-KNE,0.267,0.631,0.067
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-KNOP,0.324,0.621,0.071
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-KNU,0.287,0.64,0.035
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-LCA,0.331,0.595,0.076
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-MCB,0.35,0.634,0.109
PROMISE,camel-1.6,188 (19.48 %),19.48,EASC-OLA,0.339,0.589,0.13
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-APosteriori,0.375,0.535,0.073
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-APriori,0.353,0.563,0.098
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-DESKNN,0.4,0.78,0.049
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-DESP,0.5,0.78,0.049
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-KNE,0.375,0.763,0.073
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-KNOP,0.471,0.698,0.073
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-KNU,0.429,0.727,0.024
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-LCA,0.353,0.68,0.098
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-MCB,0.476,0.707,0.146
PROMISE,pbeans-2,10 (19.61 %),19.61,EASC-OLA,0.4,0.585,0.146
PROMISE,serapion,9 (20.0 %),20.0,EASC-APosteriori,0.429,0.386,0.056
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-APosteriori,0.364,0.642,0.25
PROMISE,serapion,9 (20.0 %),20.0,EASC-APriori,0.333,0.461,0.167
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-APriori,0.37,0.668,0.361
PROMISE,serapion,9 (20.0 %),20.0,EASC-DESKNN,0.2,0.691,0.0
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-DESKNN,0.118,0.691,0.194
PROMISE,serapion,9 (20.0 %),20.0,EASC-DESP,0.364,0.67,0.0
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-DESP,0.118,0.741,0.194
PROMISE,serapion,9 (20.0 %),20.0,EASC-KNE,0.364,0.679,0.0
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-KNE,0.111,0.623,0.222
PROMISE,serapion,9 (20.0 %),20.0,EASC-KNOP,0.364,0.515,0.0
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-KNOP,0.2,0.71,0.25
PROMISE,serapion,9 (20.0 %),20.0,EASC-KNU,0.5,0.614,0.0
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-KNU,0.125,0.765,0.167
PROMISE,serapion,9 (20.0 %),20.0,EASC-LCA,0.421,0.448,0.167
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-LCA,0.348,0.647,0.278
PROMISE,serapion,9 (20.0 %),20.0,EASC-MCB,0.375,0.688,0.111
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-MCB,0.333,0.67,0.306
PROMISE,serapion,9 (20.0 %),20.0,EASC-OLA,0.364,0.424,0.25
PROMISE,skarbonka,9 (20.0 %),20.0,EASC-OLA,0.4,0.654,0.417
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-APosteriori,0.0,0.337,0.286
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-APriori,0.4,0.448,0.286
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-DESKNN,0.0,0.639,0.048
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-DESP,0.25,0.671,0.048
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-KNE,0.0,0.615,0.095
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-KNOP,0.2,0.44,0.143
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-KNU,0.25,0.448,0.048
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-LCA,0.286,0.433,0.286
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-MCB,0.4,0.575,0.095
PROMISE,kalkulator,6 (22.22 %),22.22,EASC-OLA,0.4,0.433,0.286
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-APosteriori,0.455,0.574,0.1
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-APriori,0.414,0.567,0.183
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-DESKNN,0.431,0.717,0.059
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-DESP,0.491,0.765,0.059
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-KNE,0.457,0.715,0.069
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-KNOP,0.45,0.666,0.178
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-KNU,0.506,0.737,0.055
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-LCA,0.412,0.55,0.14
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-MCB,0.465,0.672,0.164
PROMISE,ant-1.7,166 (22.28 %),22.28,EASC-OLA,0.415,0.557,0.214
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-APosteriori,0.25,0.556,0.167
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-APriori,0.26,0.549,0.196
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-DESKNN,0.167,0.602,0.109
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-DESP,0.143,0.584,0.087
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-KNE,0.19,0.597,0.123
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-KNOP,0.338,0.591,0.138
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-KNU,0.203,0.604,0.094
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-LCA,0.222,0.545,0.174
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-MCB,0.314,0.576,0.138
PROMISE,ant-1.4,40 (22.47 %),22.47,EASC-OLA,0.256,0.54,0.203
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-APosteriori,0.518,0.684,0.121
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-APriori,0.535,0.71,0.173
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-DESKNN,0.504,0.789,0.1
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-DESP,0.462,0.805,0.065
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-KNE,0.512,0.801,0.091
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-KNOP,0.54,0.773,0.108
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-KNU,0.529,0.807,0.061
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-LCA,0.479,0.715,0.143
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-MCB,0.536,0.746,0.16
PROMISE,jedit-4.0,75 (24.51 %),24.51,EASC-OLA,0.522,0.697,0.19
PROMISE,log4j-1.0,34 (25.19 %),25.19,EASC-APosteriori,0.36,0.512,0.069
PROMISE,log4j-1.0,34 (25.19 %),25.19,EASC-APriori,0.5,0.603,0.168
PROMISE,log4j-1.0,34 (25.19 %),25.19,EASC-DESKNN,0.345,0.652,0.139
PROMISE,log4j-1.0,34 (25.19 %),25.19,EASC-DESP,0.298,0.687,0.059
PROMISE,log4j-1.0,34 (25.19 %),25.19,EASC-KNE,0.328,0.647,0.218
